feature,importance
cat__Route_LGA_PNS,5.958485763931868e-07
cat__Dest_FCA,4.5816453030250044e-07
cat__Route_LGA_CHA,2.2117676064779703e-07
cat__Route_LGA_FCA,1.7184891798884737e-07
cat__Route_LGA_BZN,6.446877528255809e-08
cat__Route_ALB_RSW,0.0
cat__Route_JFK_SDF,0.0
cat__Route_LGA_GRB,0.0
cat__Dest_AGS,0.0
cat__Route_LGA_AGS,0.0
cat__Route_JFK_MEM,0.0
cat__Route_BUF_HOU,0.0
cat__Route_ITH_EWR,0.0
cat__Route_BUF_MSY,0.0
cat__Dest_GRB,0.0
cat__Route_BUF_MCI,0.0
cat__Route_SYR_SBN,0.0
cat__Route_ROC_RSW,0.0
